index,CHECK,reference,title,year,citation,study_type,common_name,order,family,genus,species,subspecies,lifestage,count_target_average,count_target_min,count_target_max,count_flock_average,count_flock_min,count_flock_max,latitude_avg,longitude_avg,location_1,latitude_1,longitude_1,location_2,latitude_2,longitude_2,location_3,latitude_3,longitude_3,location_4,latitude_4,longitude_4,location_5,latitude_5,longitude_5,date_1,date_2,date_3,date_4,date_5,date_6,temperature_min_study,temperature_max_study,temperature_binary_study,wind_speed_min_study,wind_speed_max_study,wind_speed_binary_study,wind_direction_d,relative_wind_direction_ms,wind_direction_binary,drone,drone_type,drone_shape,drone_size_mm,drone_noise_db,db_distance_m,drone_noise_dba,dba_distance_m,drone_colour,approach_type,altitude_max,altitude_min,distance_max,distance_min,min_approach_speed_m_s,max_approach_speed_m_s,approach_speed_b,approaches_study,approaches_species_drone_lifestage_approachtype,approach_description,response_measure_1,response_measure_2,response_measure_description,result_description,minimum_successful_approach_m,maximum_unsuccessful_approach_m,html
515,,"Korczak-Abshire, M., et al. (2016). ""Preliminary study on nesting Adélie penguins disturbance by unmanned aerial vehicles."" CCAMLR Sci 23: 1-16.",Preliminary study on nesting Adélie penguins disturbance by unmanned aerial vehicles.,2016,"Korczak-Abshire, M., et al. (2016)",,adélie penguin,Sphenisciformes,Spheniscidae,Pygoscelis,adeliae,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cryowing mk1,,fixed wing,3800,-,,,,white/red,,,,,,,,,,,,,,,,,,"<tr><td>adélie penguin</td><td><em>Pygoscelis adeliae</em></td><td></td><td>cryowing mk1</td><td></td><td></td><td></td><td>Korczak-Abshire, M., et al. (2016) <span class=endnote>Korczak-Abshire, M., et al. (2016). ""Preliminary study on nesting Adélie penguins disturbance by unmanned aerial vehicles."" CCAMLR Sci 23: 1-16.</span></td></tr>"
516,,"Korczak-Abshire, M., et al. (2016). ""Preliminary study on nesting Adélie penguins disturbance by unmanned aerial vehicles."" CCAMLR Sci 23: 1-16.",Preliminary study on nesting Adélie penguins disturbance by unmanned aerial vehicles.,2016,"Korczak-Abshire, M., et al. (2016)",,adélie penguin,Sphenisciformes,Spheniscidae,Pygoscelis,adeliae,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skywalker x-8,,fixed wing,2100,-,,,,yellow/white,,,,,,,,,,,,,,,,,,"<tr><td>adélie penguin</td><td><em>Pygoscelis adeliae</em></td><td></td><td>skywalker x-8</td><td></td><td></td><td></td><td>Korczak-Abshire, M., et al. (2016) <span class=endnote>Korczak-Abshire, M., et al. (2016). ""Preliminary study on nesting Adélie penguins disturbance by unmanned aerial vehicles."" CCAMLR Sci 23: 1-16.</span></td></tr>"
517,,"Hodgson, J. C., et al. (2016). ""Precision wildlife monitoring using unmanned aerial vehicles."" Scientific reports 6: 22574.",Precision wildlife monitoring using unmanned aerial vehicles.,2016,"Hodgson, J. C., et al. (2016)",,lesser frigatebird,Suliformes,Fregatidae,fregata,ariel,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d robotics x8,,octocopter,510,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>lesser frigatebird</td><td><em>fregata ariel</em></td><td></td><td>3d robotics x8</td><td></td><td></td><td></td><td>Hodgson, J. C., et al. (2016) <span class=endnote>Hodgson, J. C., et al. (2016). ""Precision wildlife monitoring using unmanned aerial vehicles."" Scientific reports 6: 22574.</span></td></tr>"
518,,"Hodgson, J. C., et al. (2016). ""Precision wildlife monitoring using unmanned aerial vehicles."" Scientific reports 6: 22574.",Precision wildlife monitoring using unmanned aerial vehicles.,2016,"Hodgson, J. C., et al. (2016)",,greater crested tern,Charadriiformes,Laridae,Thalasseus,bergii,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d robotics x8,,octocopter,510,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>greater crested tern</td><td><em>Thalasseus bergii</em></td><td></td><td>3d robotics x8</td><td></td><td></td><td></td><td>Hodgson, J. C., et al. (2016) <span class=endnote>Hodgson, J. C., et al. (2016). ""Precision wildlife monitoring using unmanned aerial vehicles."" Scientific reports 6: 22574.</span></td></tr>"
519,,"Hodgson, J. C., et al. (2016). ""Precision wildlife monitoring using unmanned aerial vehicles."" Scientific reports 6: 22574.",Precision wildlife monitoring using unmanned aerial vehicles.,2016,"Hodgson, J. C., et al. (2016)",,royal penguin,Sphenisciformes,Spheniscidae,Eudyptes,schlegeli,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hornbillsurveys fx79,,fixed wing,2000,-,,,,white/red/black,,,,,,,,,,,,,,,,,,"<tr><td>royal penguin</td><td><em>Eudyptes schlegeli</em></td><td></td><td>hornbillsurveys fx79</td><td></td><td></td><td></td><td>Hodgson, J. C., et al. (2016) <span class=endnote>Hodgson, J. C., et al. (2016). ""Precision wildlife monitoring using unmanned aerial vehicles."" Scientific reports 6: 22574.</span></td></tr>"
520,,"Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""",Effects of standardised quadcopter flight patterns on foraging birds.,2016,"Bot, R. (2016)",,egyptian goose,Anseriformes,Anatidae,alopochen,aegyptiaca,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parrot ar.drone 2.0,,quadcopter,440,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>egyptian goose</td><td><em>alopochen aegyptiaca</em></td><td></td><td>parrot ar.drone 2.0</td><td></td><td></td><td></td><td>Bot, R. (2016) <span class=endnote>Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""</span></td></tr>"
521,,"Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""",Effects of standardised quadcopter flight patterns on foraging birds.,2016,"Bot, R. (2016)",,carrion crow,Passeriformes,Corvidae,Corvus,corone,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parrot ar.drone 2.0,,quadcopter,440,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>carrion crow</td><td><em>Corvus corone</em></td><td></td><td>parrot ar.drone 2.0</td><td></td><td></td><td></td><td>Bot, R. (2016) <span class=endnote>Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""</span></td></tr>"
522,,"Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""",Effects of standardised quadcopter flight patterns on foraging birds.,2016,"Bot, R. (2016)",,eurasian magpie,Passeriformes,Corvidae,pica,pica,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parrot ar.drone 2.0,,quadcopter,440,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>eurasian magpie</td><td><em>pica pica</em></td><td></td><td>parrot ar.drone 2.0</td><td></td><td></td><td></td><td>Bot, R. (2016) <span class=endnote>Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""</span></td></tr>"
523,,"Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""",Effects of standardised quadcopter flight patterns on foraging birds.,2016,"Bot, R. (2016)",,jackdaw,Passeriformes,Corvidae,coloeus,monedula,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parrot ar.drone 2.0,,quadcopter,440,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>jackdaw</td><td><em>coloeus monedula</em></td><td></td><td>parrot ar.drone 2.0</td><td></td><td></td><td></td><td>Bot, R. (2016) <span class=endnote>Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""</span></td></tr>"
524,,"Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""",Effects of standardised quadcopter flight patterns on foraging birds.,2016,"Bot, R. (2016)",,mallard ,Anseriformes,Anatidae,Anas,platyrhynchos,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parrot ar.drone 2.0,,quadcopter,440,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>mallard </td><td><em>Anas platyrhynchos</em></td><td></td><td>parrot ar.drone 2.0</td><td></td><td></td><td></td><td>Bot, R. (2016) <span class=endnote>Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""</span></td></tr>"
525,,"Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""",Effects of standardised quadcopter flight patterns on foraging birds.,2016,"Bot, R. (2016)",,common wood pigeon,Columbiformes,Columbidae,columba,palumbus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parrot ar.drone 2.0,,quadcopter,440,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>common wood pigeon</td><td><em>columba palumbus</em></td><td></td><td>parrot ar.drone 2.0</td><td></td><td></td><td></td><td>Bot, R. (2016) <span class=endnote>Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""</span></td></tr>"
526,,"Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""",Effects of standardised quadcopter flight patterns on foraging birds.,2016,"Bot, R. (2016)",,greylag goose,Anseriformes,Anatidae,Anser,anser,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parrot ar.drone 2.0,,quadcopter,440,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>greylag goose</td><td><em>Anser anser</em></td><td></td><td>parrot ar.drone 2.0</td><td></td><td></td><td></td><td>Bot, R. (2016) <span class=endnote>Bot, R. (2016). ""Effects of standardised quadcopter flight patterns on foraging birds.""</span></td></tr>"
527,,"Allport, G. (2016). ""Fleeing by Whimbrel Numenius phaeopus in response to a recreational drone in Maputo Bay, Mozambique."" Biodiversity Observations: 1-5.","Fleeing by Whimbrel Numenius phaeopus in response to a recreational drone in Maputo Bay, Mozambique.",2016,"Allport, G. (2016)",,eurasian whimbrel,Charadriiformes,Scolopacidae,Numenius,phaeopus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>eurasian whimbrel</td><td><em>Numenius phaeopus</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>Allport, G. (2016) <span class=endnote>Allport, G. (2016). ""Fleeing by Whimbrel Numenius phaeopus in response to a recreational drone in Maputo Bay, Mozambique."" Biodiversity Observations: 1-5.</span></td></tr>"
528,,"Weissensteiner, M. H., et al. (2015). ""Low‐budget ready‐to‐fly unmanned aerial vehicles: An effective tool for evaluating the nesting status of canopy‐breeding bird species."" Journal of avian biology 46(4): 425-430.",Low‐budget ready‐to‐fly unmanned aerial vehicles: An effective tool for evaluating the nesting status of canopy‐breeding bird species.,2015,"Weissensteiner, M. H., et al. (2015)",,hooded crow,Passeriformes,Corvidae,Corvus,cornix,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2 vision,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>hooded crow</td><td><em>Corvus cornix</em></td><td></td><td>dji phantom 2 vision</td><td></td><td></td><td></td><td>Weissensteiner, M. H., et al. (2015) <span class=endnote>Weissensteiner, M. H., et al. (2015). ""Low‐budget ready‐to‐fly unmanned aerial vehicles: An effective tool for evaluating the nesting status of canopy‐breeding bird species."" Journal of avian biology 46(4): 425-430.</span></td></tr>"
529,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,mallard ,Anseriformes,Anatidae,Anas,platyrhynchos,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>mallard </td><td><em>Anas platyrhynchos</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
530,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,greater flamingo,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>greater flamingo</td><td><em>Phoenicopterus roseus</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
531,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,common greenshank,Charadriiformes,Scolopacidae,tringa,nebularia,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>common greenshank</td><td><em>tringa nebularia</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
532,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,mallard ,Anseriformes,Anatidae,Anas,platyrhynchos,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>mallard </td><td><em>Anas platyrhynchos</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
533,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,greater flamingo,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>greater flamingo</td><td><em>Phoenicopterus roseus</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
534,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,common greenshank,Charadriiformes,Scolopacidae,tringa,nebularia,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>common greenshank</td><td><em>tringa nebularia</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
535,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,mallard ,Anseriformes,Anatidae,Anas,platyrhynchos,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,blue,,,,,,,,,,,,,,,,,,"<tr><td>mallard </td><td><em>Anas platyrhynchos</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
536,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,greater flamingo,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,blue,,,,,,,,,,,,,,,,,,"<tr><td>greater flamingo</td><td><em>Phoenicopterus roseus</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
537,,"Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.",Approaching birds with drones: first experiments and ethical guidelines.,2015,"Vas, E., et al. (2015)",,common greenshank,Charadriiformes,Scolopacidae,tringa,nebularia,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycleone phantom,,quadcopter,350,60dB at 2m,,,,blue,,,,,,,,,,,,,,,,,,"<tr><td>common greenshank</td><td><em>tringa nebularia</em></td><td></td><td>cycleone phantom</td><td></td><td></td><td></td><td>Vas, E., et al. (2015) <span class=endnote>Vas, E., et al. (2015). ""Approaching birds with drones: first experiments and ethical guidelines."" Biology Letters 11(2): 20140754.</span></td></tr>"
538,,"Ratcliffe, N., et al. (2015). ""A protocol for the aerial survey of penguin colonies using UAVs."" Journal of Unmanned Vehicle Systems 3(3): 95-101.",A protocol for the aerial survey of penguin colonies using UAVs.,2015,"Ratcliffe, N., et al. (2015)",,gentoo penguin,Sphenisciformes,Spheniscidae,Pygoscelis,papua,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinestar 6,,hexacopter,1200,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>gentoo penguin</td><td><em>Pygoscelis papua</em></td><td></td><td>cinestar 6</td><td></td><td></td><td></td><td>Ratcliffe, N., et al. (2015) <span class=endnote>Ratcliffe, N., et al. (2015). ""A protocol for the aerial survey of penguin colonies using UAVs."" Journal of Unmanned Vehicle Systems 3(3): 95-101.</span></td></tr>"
539,,"Liu, C.-C., et al. (2015). ""Supporting the annual international black-faced spoonbill census with a low-cost unmanned aerial vehicle."" Ecological Informatics 30: 170-178.",Supporting the annual international black-faced spoonbill census with a low-cost unmanned aerial vehicle.,2015,"Liu, C.-C., et al. (2015)",,black-faced spoonbill,Pelecaniformes,Threskiornithidae,Platalea,minor,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cropcam,,fixed wing,2440,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>black-faced spoonbill</td><td><em>Platalea minor</em></td><td></td><td>cropcam</td><td></td><td></td><td></td><td>Liu, C.-C., et al. (2015) <span class=endnote>Liu, C.-C., et al. (2015). ""Supporting the annual international black-faced spoonbill census with a low-cost unmanned aerial vehicle."" Ecological Informatics 30: 170-178.</span></td></tr>"
540,,"Junda, J. (2015). ""Variation in Nest Defense Response by Four Raptor Species to the Use of a Rotary-Winged Unmanned Aerial Vehicle (Or Drone) for Censusing Nest Contents"", McGill University (Canada).",Variation in Nest Defense Response by Four Raptor Species to the Use of a Rotary-Winged Unmanned Aerial Vehicle (Or Drone) for Censusing Nest Contents,2015,"Junda, J. (2015)",,osprey,Accipitriformes,pandionidae,pandion,haliaetus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draganflyer x-4,,quadcopter,645,60dM at 3m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>osprey</td><td><em>pandion haliaetus</em></td><td></td><td>draganflyer x-4</td><td></td><td></td><td></td><td>Junda, J. (2015) <span class=endnote>Junda, J. (2015). ""Variation in Nest Defense Response by Four Raptor Species to the Use of a Rotary-Winged Unmanned Aerial Vehicle (Or Drone) for Censusing Nest Contents"", McGill University (Canada).</span></td></tr>"
